date,code,usdprice
2014-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2014-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2015-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2015-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2015-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2015-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2015-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2015-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2015-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2015-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2015-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2015-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2015-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2015-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2015-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2016-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2016-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2016-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2016-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2016-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2016-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2016-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2017-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2017-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2017-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2017-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2017-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2017-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2017-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2017-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2017-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2017-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2017-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2017-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2017-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2017-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2017-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2017-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2017-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2018-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2018-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2018-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2018-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2018-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2018-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2018-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2018-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2018-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2018-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2018-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2018-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2018-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.42
2018-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.42
2018-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2018-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2019-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2019-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2019-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2019-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2019-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2019-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2019-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2019-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2019-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2019-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2019-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2019-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2019-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2019-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2019-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2019-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2019-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2019-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2019-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2019-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2020-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2020-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2020-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2020-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2020-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2020-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2020-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2020-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2020-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2020-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2020-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.43
2020-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.4
2020-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.4
2020-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.44
2020-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2020-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2021-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2021-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2021-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2021-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2021-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2021-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2021-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2021-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2021-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2021-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2021-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.51
2021-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.51
2021-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.51
2021-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.51
2021-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2021-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.49
2021-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2022-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2022-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.48
2022-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2022-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.45
2022-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.46
2022-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.47
2022-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.52
2022-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.51
2022-08-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.5
2022-09-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.53
2022-10-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.53
2022-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.55
2022-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.55
2022-11-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.55
2022-12-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.56
2023-01-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.56
2023-02-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.56
2023-03-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.56
2023-04-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.56
2023-05-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.55
2023-06-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.56
2023-07-15,Maharashtra-Mumbai city-Mumbai-Wheat-KG-Retail-INR,0.56
1994-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
1994-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
1994-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
1994-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
1994-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.53
1994-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.53
1994-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.53
1994-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
1994-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.48
1994-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.51
1994-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.48
1994-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
1994-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
1996-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
1996-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
1996-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
1996-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
1996-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
1996-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
1996-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
1996-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.42
1996-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.42
1996-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
1996-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.42
1996-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.42
1996-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.42
1996-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.42
1996-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
2000-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
2000-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
2000-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
2000-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
2000-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
2000-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
2000-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2000-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2000-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2000-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.37
2000-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2000-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.36
2000-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.34
2001-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.34
2001-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.34
2001-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.34
2001-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.34
2001-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.34
2001-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.36
2001-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.36
2001-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.36
2001-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2001-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2001-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2001-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2001-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2001-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2001-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.34
2001-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.34
2001-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2001-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2002-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2002-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.31
2002-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.31
2002-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2002-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2002-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2002-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2002-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2002-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2002-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.31
2002-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.31
2002-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.31
2002-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.3
2002-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.3
2002-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.3
2002-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.3
2002-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.3
2003-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.29
2003-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.29
2003-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.29
2003-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.28
2003-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.29
2003-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.3
2003-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.3
2003-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2003-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2003-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2003-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2003-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2003-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2003-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2003-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2003-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.32
2004-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2004-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.33
2004-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2004-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2004-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.35
2004-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
2004-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.37
2004-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2004-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.37
2004-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.37
2004-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2004-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2004-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.37
2004-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2004-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.38
2004-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2005-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2005-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2005-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2005-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2005-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2005-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2005-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2005-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2005-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2005-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2005-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2005-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2005-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2005-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2005-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2005-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2005-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2005-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2006-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.48
2006-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.5
2006-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.48
2006-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.49
2006-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.49
2006-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.48
2006-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.48
2006-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.48
2006-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2006-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2006-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2006-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2006-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2006-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2006-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.46
2006-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2006-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2007-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2007-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
2007-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
2007-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.4
2007-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.42
2007-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.42
2007-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.4
2007-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.39
2007-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.4
2007-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
2007-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2007-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2008-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2008-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.43
2008-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2008-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2008-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2008-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2008-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2008-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2008-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2008-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.45
2008-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.4
2008-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.4
2008-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.4
2008-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2008-07-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2008-08-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.51
2008-09-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2008-10-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
2008-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
2008-11-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.41
2008-12-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.44
2009-01-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.5
2009-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.51
2009-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.51
2009-02-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.51
2009-03-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.47
2009-04-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.54
2009-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.55
2009-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.55
2009-05-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.55
2009-06-15,Delhi-Delhi-Delhi-Sugar-KG-Retail-INR,0.58
