,date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
50802,2017-07-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,42.75,0.66
50803,2017-07-15,,,National Average,1887,,,miscellaneous food,Tea (black),175,KG,actual,Retail,INR,204.09,3.17
50804,2017-07-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,77.23,1.2
50805,2017-07-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,68.69,1.07
50806,2017-07-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,83.86,1.3
50807,2017-07-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,81.91,1.27
50808,2017-07-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,68.88,1.07
50809,2017-07-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,76.78,1.19
50810,2017-07-15,,,National Average,1887,,,pulses and nuts,Lentils (urad),332,KG,actual,Retail,INR,90.41,1.4
50811,2017-07-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,57.29,0.89
51536,2017-08-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,15.82,0.25
51537,2017-08-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.46,0.46
51538,2017-08-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.46,0.37
51539,2017-08-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,25.8,0.4
51540,2017-08-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,42.09,0.66
51541,2017-08-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.22,0.24
51542,2017-08-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,43.11,0.67
51543,2017-08-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,68.9,1.07
51544,2017-08-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,84.08,1.31
51545,2017-08-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,80.71,1.26
51546,2017-08-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,66.67,1.04
51547,2017-08-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,59.91,0.93
52253,2017-09-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,15.68,0.24
52254,2017-09-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.47,0.46
52255,2017-09-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.38,0.36
52256,2017-09-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,25.88,0.4
52257,2017-09-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,42.12,0.66
52258,2017-09-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.24,0.24
52259,2017-09-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,43.48,0.68
52260,2017-09-15,,,National Average,1887,,,miscellaneous food,Tea (black),175,KG,actual,Retail,INR,204.28,3.19
52261,2017-09-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,77.32,1.21
52262,2017-09-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,128.48,2.0
52263,2017-09-15,,,National Average,1887,,,oil and fats,Oil (mustard),228,KG,actual,Retail,INR,105.17,1.64
52264,2017-09-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,69.7,1.09
52265,2017-09-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,83.2,1.3
52266,2017-09-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,66.55,1.04
52267,2017-09-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,76.49,1.19
52268,2017-09-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,40.85,0.64
52984,2017-10-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,15.91,0.25
52985,2017-10-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.81,0.46
52986,2017-10-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.75,0.37
52987,2017-10-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.07,0.4
52988,2017-10-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,43.36,0.67
52989,2017-10-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,77.87,1.2
52990,2017-10-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,127.82,1.98
52991,2017-10-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,70.59,1.09
52992,2017-10-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,85.21,1.32
52993,2017-10-15,,,National Average,1887,,,oil and fats,Oil (sunflower),184,KG,actual,Retail,INR,92.55,1.43
52994,2017-10-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,82.51,1.28
52995,2017-10-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,65.28,1.01
52996,2017-10-15,,,National Average,1887,,,pulses and nuts,Lentils (urad),332,KG,actual,Retail,INR,85.01,1.31
52997,2017-10-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,36.99,0.57
53704,2017-11-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,16.11,0.25
53705,2017-11-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.0,0.46
53706,2017-11-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.87,0.37
53707,2017-11-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.42,0.4
53708,2017-11-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.06,0.23
53709,2017-11-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,43.32,0.66
53710,2017-11-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,46.5,0.71
53711,2017-11-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,127.32,1.95
53712,2017-11-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,71.72,1.1
53713,2017-11-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,76.84,1.18
53714,2017-11-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,63.0,0.97
53715,2017-11-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,73.75,1.13
53716,2017-11-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,47.12,0.72
54427,2017-12-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,15.9,0.25
54428,2017-12-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.82,0.47
54429,2017-12-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.82,0.37
54430,2017-12-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.32,0.41
54431,2017-12-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,42.5,0.66
54432,2017-12-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,79.13,1.24
54433,2017-12-15,,,National Average,1887,,,oil and fats,Oil (mustard),228,KG,actual,Retail,INR,106.63,1.66
54434,2017-12-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,73.01,1.14
54435,2017-12-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,76.84,1.2
54436,2017-12-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,63.0,0.98
54437,2017-12-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,36.88,0.58
55149,2018-01-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,14.74,0.23
55150,2018-01-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.13,0.47
55151,2018-01-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.81,0.37
55152,2018-01-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.2,0.41
55153,2018-01-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,42.17,0.66
55154,2018-01-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.17,0.24
55155,2018-01-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,41.37,0.65
55156,2018-01-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,44.88,0.71
55157,2018-01-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,79.18,1.25
55158,2018-01-15,,,National Average,1887,,,oil and fats,Oil (mustard),228,KG,actual,Retail,INR,106.58,1.68
55159,2018-01-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,72.95,1.15
55160,2018-01-15,,,National Average,1887,,,oil and fats,Oil (sunflower),184,KG,actual,Retail,INR,94.25,1.48
55161,2018-01-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,73.84,1.16
55162,2018-01-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,62.56,0.99
55163,2018-01-15,,,National Average,1887,,,pulses and nuts,Lentils (urad),332,KG,actual,Retail,INR,75.48,1.19
55164,2018-01-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,22.93,0.36
55884,2018-02-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,14.56,0.23
55885,2018-02-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.08,0.47
55886,2018-02-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.97,0.38
55887,2018-02-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.2,0.41
55888,2018-02-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.06,0.24
55889,2018-02-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,40.74,0.64
55890,2018-02-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,44.17,0.69
55891,2018-02-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,73.45,1.15
55892,2018-02-15,,,National Average,1887,,,oil and fats,Oil (sunflower),184,KG,actual,Retail,INR,93.98,1.47
55893,2018-02-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,71.41,1.12
55894,2018-02-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,62.45,0.98
55895,2018-02-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,18.73,0.29
56579,2018-03-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,15.24,0.23
56580,2018-03-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.08,0.46
56581,2018-03-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.93,0.37
56582,2018-03-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.26,0.4
56583,2018-03-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,40.35,0.62
56584,2018-03-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,43.26,0.67
56585,2018-03-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,79.56,1.22
56586,2018-03-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,126.44,1.95
56587,2018-03-15,,,National Average,1887,,,oil and fats,Oil (mustard),228,KG,actual,Retail,INR,105.67,1.63
56588,2018-03-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,76.08,1.17
56589,2018-03-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,69.32,1.07
56590,2018-03-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,61.89,0.95
56591,2018-03-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,73.49,1.13
56592,2018-03-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,16.86,0.26
57279,2018-04-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,16.6,0.25
57280,2018-04-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.03,0.46
57281,2018-04-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.83,0.36
57282,2018-04-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,25.98,0.4
57283,2018-04-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,39.01,0.6
57284,2018-04-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,77.77,1.19
57285,2018-04-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,66.55,1.02
57286,2018-04-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,60.25,0.92
57287,2018-04-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,15.87,0.24
57980,2018-05-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,18.74,0.28
57981,2018-05-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.98,0.44
57982,2018-05-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.91,0.35
57983,2018-05-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.01,0.38
57984,2018-05-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,36.88,0.54
57985,2018-05-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,42.21,0.62
57986,2018-05-15,,,National Average,1887,,,miscellaneous food,Tea (black),175,KG,actual,Retail,INR,209.58,3.08
57987,2018-05-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,78.26,1.15
57988,2018-05-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,64.45,0.95
57989,2018-05-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,60.28,0.89
57990,2018-05-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,72.3,1.06
57991,2018-05-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,16.02,0.24
58698,2018-06-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,20.29,0.3
58699,2018-06-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.1,0.44
58700,2018-06-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.0,0.35
58701,2018-06-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.09,0.38
58702,2018-06-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,42.39,0.62
58703,2018-06-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,37.41,0.55
58704,2018-06-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,42.58,0.63
58705,2018-06-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,78.22,1.15
58706,2018-06-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,63.65,0.94
58707,2018-06-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,60.22,0.88
58708,2018-06-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,21.43,0.31
59415,2018-07-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,21.51,0.31
59416,2018-07-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.22,0.44
59417,2018-07-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.99,0.35
59418,2018-07-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.24,0.38
59419,2018-07-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,38.79,0.57
59420,2018-07-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,124.61,1.82
59421,2018-07-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,78.34,1.14
59422,2018-07-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,63.46,0.93
59423,2018-07-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,60.94,0.89
59424,2018-07-15,,,National Average,1887,,,vegetables and fruits,Onions,173,KG,actual,Retail,INR,21.02,0.31
59425,2018-07-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,28.57,0.42
60119,2018-08-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,21.6,0.31
60120,2018-08-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.04,0.43
60121,2018-08-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.13,0.35
60122,2018-08-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.45,0.38
60123,2018-08-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.37,0.22
60124,2018-08-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,38.8,0.55
60125,2018-08-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,80.51,1.15
60126,2018-08-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,124.46,1.78
60127,2018-08-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,77.85,1.11
60128,2018-08-15,,,National Average,1887,,,oil and fats,Oil (sunflower),184,KG,actual,Retail,INR,97.61,1.4
60129,2018-08-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,64.99,0.93
60130,2018-08-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,61.15,0.87
60131,2018-08-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,73.4,1.05
60132,2018-08-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,27.96,0.4
60865,2018-09-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,21.59,0.3
60866,2018-09-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.9,0.41
60867,2018-09-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.3,0.34
60868,2018-09-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.54,0.37
60869,2018-09-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,42.39,0.59
60870,2018-09-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,38.52,0.53
60871,2018-09-15,,,National Average,1887,,,miscellaneous food,Tea (black),175,KG,actual,Retail,INR,208.98,2.9
60872,2018-09-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,77.06,1.07
60873,2018-09-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,89.81,1.25
60874,2018-09-15,,,National Average,1887,,,oil and fats,Oil (sunflower),184,KG,actual,Retail,INR,97.71,1.36
60875,2018-09-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,64.75,0.9
60876,2018-09-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,61.3,0.85
60877,2018-09-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,73.3,1.02
60878,2018-09-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,24.48,0.34
61583,2018-10-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,22.0,0.3
61584,2018-10-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.97,0.41
61585,2018-10-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.66,0.33
61586,2018-10-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.85,0.36
61587,2018-10-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.23,0.21
61588,2018-10-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,38.58,0.52
61589,2018-10-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,43.36,0.59
61590,2018-10-15,,,National Average,1887,,,oil and fats,Oil (mustard),228,KG,actual,Retail,INR,106.06,1.44
61591,2018-10-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,77.27,1.05
61592,2018-10-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,90.08,1.22
61593,2018-10-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,64.2,0.87
61594,2018-10-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,61.55,0.83
61595,2018-10-15,,,National Average,1887,,,vegetables and fruits,Onions,173,KG,actual,Retail,INR,21.41,0.29
61596,2018-10-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,23.45,0.32
62288,2018-11-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,22.05,0.31
62289,2018-11-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.98,0.42
62290,2018-11-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.87,0.35
62291,2018-11-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,27.14,0.38
62292,2018-11-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,38.44,0.53
62293,2018-11-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,81.18,1.13
62294,2018-11-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,125.74,1.75
62295,2018-11-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,76.77,1.07
62296,2018-11-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,65.03,0.9
62297,2018-11-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,61.55,0.86
62298,2018-11-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,74.16,1.03
62299,2018-11-15,,,National Average,1887,,,vegetables and fruits,Onions,173,KG,actual,Retail,INR,22.02,0.31
62300,2018-11-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,23.47,0.33
63022,2019-01-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,16.93,0.24
63023,2019-01-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,30.09,0.42
63024,2019-01-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,25.59,0.36
63025,2019-01-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,27.39,0.39
63026,2019-01-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,38.25,0.54
63027,2019-01-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,80.56,1.13
63028,2019-01-15,,,National Average,1887,,,oil and fats,Oil (mustard),228,KG,actual,Retail,INR,108.35,1.52
63029,2019-01-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,75.8,1.07
63030,2019-01-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,66.43,0.93
63031,2019-01-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,61.81,0.87
63032,2019-01-15,,,National Average,1887,,,pulses and nuts,Lentils (urad),332,KG,actual,Retail,INR,71.83,1.01
63033,2019-01-15,,,National Average,1887,,,vegetables and fruits,Onions,173,KG,actual,Retail,INR,18.03,0.25
63034,2019-01-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,22.98,0.32
63921,2019-06-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,31.54,0.45
63922,2019-06-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,26.43,0.38
63923,2019-06-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,27.91,0.4
63924,2019-06-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,79.64,1.14
63925,2019-06-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,74.72,1.07
63926,2019-06-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,92.31,1.32
63927,2019-06-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,66.16,0.95
63928,2019-06-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,62.6,0.9
63929,2019-06-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,81.92,1.17
